time	marker_0_x marker_0_y marker_0_z marker_1_x marker_1_y marker_1_z marker_2_x marker_2_y marker_2_z marker_3_x marker_3_y marker_3_z marker_4_x marker_4_y marker_4_z marker_5_x marker_5_y marker_5_z marker_6_x marker_6_y marker_6_z marker_7_x marker_7_y marker_7_z marker_8_x marker_8_y marker_8_z marker_9_x marker_9_y marker_9_z marker_10_x marker_10_y marker_10_z marker_11_x marker_11_y marker_11_z marker_12_x marker_12_y marker_12_z marker_13_x marker_13_y marker_13_z marker_14_x marker_14_y marker_14_z marker_15_x marker_15_y marker_15_z marker_16_x marker_16_y marker_16_z marker_17_x marker_17_y marker_17_z marker_18_x marker_18_y marker_18_z marker_19_x marker_19_y marker_19_z marker_20_x marker_20_y marker_20_z marker_21_x marker_21_y marker_21_z marker_22_x marker_22_y marker_22_z marker_23_x marker_23_y marker_23_z marker_24_x marker_24_y marker_24_z marker_25_x marker_25_y marker_25_z marker_26_x marker_26_y marker_26_z marker_27_x marker_27_y marker_27_z marker_28_x marker_28_y marker_28_z marker_29_x marker_29_y marker_29_z marker_30_x marker_30_y marker_30_z marker_31_x marker_31_y marker_31_z marker_32_x marker_32_y marker_32_z marker_33_x marker_33_y marker_33_z marker_34_x marker_34_y marker_34_z marker_35_x marker_35_y marker_35_z marker_36_x marker_36_y marker_36_z marker_37_x marker_37_y marker_37_z marker_38_x marker_38_y marker_38_z marker_39_x marker_39_y marker_39_z marker_40_x marker_40_y marker_40_z marker_41_x marker_41_y marker_41_z marker_42_x marker_42_y marker_42_z marker_43_x marker_43_y marker_43_z marker_44_x marker_44_y marker_44_z marker_45_x marker_45_y marker_45_z marker_46_x marker_46_y marker_46_z marker_47_x marker_47_y marker_47_z marker_48_x marker_48_y marker_48_z marker_49_x marker_49_y marker_49_z marker_50_x marker_50_y marker_50_z marker_51_x marker_51_y marker_51_z marker_52_x marker_52_y marker_52_z marker_53_x marker_53_y marker_53_z marker_54_x marker_54_y marker_54_z marker_55_x marker_55_y marker_55_z marker_56_x marker_56_y marker_56_z marker_57_x marker_57_y marker_57_z marker_58_x marker_58_y marker_58_z marker_59_x marker_59_y marker_59_z marker_60_x marker_60_y marker_60_z marker_61_x marker_61_y marker_61_z marker_62_x marker_62_y marker_62_z marker_63_x marker_63_y marker_63_z marker_64_x marker_64_y marker_64_z marker_65_x marker_65_y marker_65_z marker_66_x marker_66_y marker_66_z marker_67_x marker_67_y marker_67_z marker_68_x marker_68_y marker_68_z marker_69_x marker_69_y marker_69_z marker_70_x marker_70_y marker_70_z marker_71_x marker_71_y marker_71_z marker_72_x marker_72_y marker_72_z marker_73_x marker_73_y marker_73_z marker_74_x marker_74_y marker_74_z marker_75_x marker_75_y marker_75_z marker_76_x marker_76_y marker_76_z marker_77_x marker_77_y marker_77_z marker_78_x marker_78_y marker_78_z marker_79_x marker_79_y marker_79_z marker_80_x marker_80_y marker_80_z marker_81_x marker_81_y marker_81_z marker_82_x marker_82_y marker_82_z marker_83_x marker_83_y marker_83_z marker_84_x marker_84_y marker_84_z marker_85_x marker_85_y marker_85_z marker_86_x marker_86_y marker_86_z marker_87_x marker_87_y marker_87_z marker_88_x marker_88_y marker_88_z marker_89_x marker_89_y marker_89_z marker_90_x marker_90_y marker_90_z marker_91_x marker_91_y marker_91_z marker_92_x marker_92_y marker_92_z marker_93_x marker_93_y marker_93_z marker_94_x marker_94_y marker_94_z marker_95_x marker_95_y marker_95_z marker_96_x marker_96_y marker_96_z marker_97_x marker_97_y marker_97_z marker_98_x marker_98_y marker_98_z marker_99_x marker_99_y marker_99_z
1706739351713	994.9518432617188 -348.9367370605469 1071.5009765625 887.3311767578125 -320.0902099609375 1102.432861328125 528.3557739257812 -224.44235229492188 1201.18896484375 599.3513793945312 -296.7904968261719 1119.4158935546875 
1706739351714	989.7618408203125 -347.0137023925781 1048.57470703125 885.2359008789062 -318.8512268066406 1088.9696044921875 535.19140625 -227.308837890625 1219.07763671875 
1706739351714	982.72314453125 -344.5854187011719 1026.6693115234375 881.9512329101562 -317.95233154296875 1076.0523681640625 543.4985961914062 -230.74517822265625 1236.182861328125 935.8885498046875 -332.01068115234375 1048.3897705078125 
1706739351714	974.45556640625 -341.5595703125 1005.7156372070312 877.7626953125 -316.6788635253906 1063.8951416015625 553.1478881835938 -234.3282928466797 1252.4818115234375 
1706739351715	964.7626953125 -337.8544616699219 986.22998046875 872.731689453125 -314.47528076171875 1050.8167724609375 564.3257446289062 -238.42787170410156 1267.469482421875 
1706739351715	954.119140625 -334.3132019042969 968.0284423828125 866.6273193359375 -313.0720520019531 1039.9898681640625 575.7991333007812 -243.94650268554688 1282.83984375 
1706739351716	942.20068359375 -330.5834045410156 949.5657348632812 861.1309814453125 -311.2196350097656 1030.4635009765625 589.2239990234375 -247.7140655517578 1295.2623291015625 
1706739351716	929.8028564453125 -327.28155517578125 934.5657348632812 855.175537109375 -309.8243408203125 1021.1646118164062 603.4050903320312 -252.11099243164062 1307.4197998046875 
1706739351716	916.6909790039062 -324.0634765625 920.7672729492188 848.3643798828125 -308.2449951171875 1013.025146484375 618.83251953125 -256.4018249511719 1318.132080078125 
1706739351717	901.7919311523438 -320.5185241699219 908.5654296875 840.639404296875 -306.5032653808594 1005.8453979492188 634.6978149414062 -260.23590087890625 1327.669921875 
1706739351717	887.0217895507812 -317.7005615234375 897.8700561523438 833.5765991210938 -305.46734619140625 999.3467407226562 651.1349487304688 -263.584228515625 1336.0712890625 
1706739351718	872.12744140625 -315.6640625 888.5687255859375 825.7119750976562 -304.37322998046875 993.9163208007812 667.9613647460938 -266.5252990722656 1343.2911376953125 
1706739351718	856.1819458007812 -313.5044250488281 881.3551635742188 817.62109375 -303.4342956542969 989.4425659179688 684.9254760742188 -269.2737731933594 1349.4266357421875 
1706739351718	840.7244262695312 -312.0646057128906 875.1574096679688 809.4204711914062 -302.6701965332031 985.8444213867188 701.8759765625 -271.66363525390625 1354.3544921875 
1706739351719	824.8600463867188 -310.6579284667969 870.469970703125 801.0684814453125 -301.9984436035156 983.042724609375 718.6574096679688 -273.5696105957031 1358.2021484375 
1706739351721	808.8689575195312 -309.3088073730469 867.1490478515625 792.5377197265625 -301.3589782714844 981.0658569335938 735.1532592773438 -275.0522766113281 1360.9432373046875 
1706739351726	792.8634643554688 -307.9463195800781 865.2748413085938 784.0281982421875 -300.73590087890625 979.8204956054688 751.2942504882812 -276.4410095214844 1362.712158203125 
1706739351730	777.520263671875 -306.7388610839844 863.9579467773438 775.2720336914062 -299.8822937011719 979.3594360351562 766.941650390625 -277.94500732421875 1363.568359375 
1706739351735	762.1629028320312 -305.3853454589844 864.0524291992188 767.1896362304688 -299.41485595703125 979.2496948242188 782.4066162109375 -279.72845458984375 1363.4591064453125 
1706739351740	747.0697631835938 -303.744384765625 865.3239135742188 758.6572265625 -298.4683837890625 979.7247314453125 796.6431274414062 -281.2752685546875 1362.5367431640625 1557.9515380859375 -1546.9158935546875 1074.435302734375 
1706739351745	732.297119140625 -302.20947265625 867.1427612304688 750.9324340820312 -297.66229248046875 980.8238525390625 810.0025634765625 -282.65399169921875 1360.96337890625 
1706739351882	718.0106811523438 -300.1584777832031 870.0917358398438 742.9251098632812 -296.6101989746094 982.3685302734375 823.2891235351562 -284.439697265625 1359.06494140625 
1706739351884	704.202880859375 -298.2211608886719 873.41845703125 735.2169189453125 -295.5002746582031 984.3739013671875 836.733154296875 -285.7073669433594 1355.3504638671875 
1706739351885	691.0271606445312 -295.98114013671875 877.5724487304688 727.6293334960938 -294.2322082519531 986.8389892578125 848.8684692382812 -288.0710754394531 1352.031005859375 
1706739351886	678.2799682617188 -293.5207214355469 882.3435668945312 720.454345703125 -292.8362121582031 989.5623779296875 859.7736206054688 -290.4566955566406 1348.30517578125 
1706739351886	666.0319213867188 -290.8275451660156 887.6563110351562 713.4259033203125 -291.3581848144531 992.6614379882812 869.86181640625 -292.7395935058594 1344.3743896484375 
1706739351886	654.36181640625 -287.98846435546875 893.4017944335938 706.6690063476562 -289.67498779296875 996.0267333984375 879.9034423828125 -294.8412170410156 1339.4510498046875 
1706739351887	643.3428955078125 -285.0393981933594 899.63525390625 700.2200927734375 -287.95513916015625 999.6763916015625 889.100341796875 -297.0865478515625 1334.644775390625 
1706739351887	632.708984375 -282.0260009765625 906.209716796875 694.0300903320312 -286.2126770019531 1003.5869140625 897.6101684570312 -299.5518493652344 1329.6207275390625 
1706739351888	622.777099609375 -278.8716125488281 913.0902099609375 688.2015380859375 -284.340576171875 1007.6437377929688 905.6013793945312 -302.2784423828125 1324.47314453125 
1706739351888	613.4231567382812 -275.57989501953125 920.1337280273438 682.6697387695312 -282.3633728027344 1011.9196166992188 912.826416015625 -304.9993896484375 1319.217529296875 
1706739351889	604.5492553710938 -272.04058837890625 927.5007934570312 677.3795776367188 -280.2751159667969 1016.3029174804688 919.5025634765625 -307.5330505371094 1313.866943359375 
1706739351889	596.2136840820312 -268.46148681640625 935.0311889648438 672.3757934570312 -278.15911865234375 1020.7535400390625 925.6070556640625 -309.9931335449219 1308.5113525390625 
1706739351890	588.4063110351562 -264.7256164550781 942.5803833007812 667.701416015625 -275.9345397949219 1025.3433837890625 931.2329711914062 -312.7630920410156 1302.9678955078125 
1706739351890	581.1666259765625 -260.988525390625 950.2445068359375 663.1776123046875 -273.64080810546875 1029.9847412109375 936.3328857421875 -315.63299560546875 1297.423095703125 
1706739351890	574.2840576171875 -257.1414794921875 957.9148559570312 658.9666137695312 -271.3438720703125 1034.6077880859375 940.7112426757812 -318.75006103515625 1292.0858154296875 1077.019775390625 -1166.9150390625 1146.7283935546875 
1706739351891	567.9376220703125 -253.17550659179688 965.6175537109375 655.079345703125 -268.9886779785156 1039.2247314453125 944.7928466796875 -321.5669860839844 1286.4871826171875 1054.0760498046875 -1146.718017578125 1151.322509765625 
1706739351891	562.012451171875 -249.1474151611328 973.3416748046875 651.2008056640625 -266.5458984375 1044.0068359375 948.33349609375 -324.3411560058594 1281.14990234375 
1706739351892	556.5606689453125 -245.06715393066406 980.850341796875 647.6332397460938 -264.0899353027344 1048.619384765625 951.4064331054688 -327.127197265625 1275.8406982421875 
1706739351892	551.4453735351562 -240.7432098388672 988.6222534179688 644.3316040039062 -261.6005859375 1053.1859130859375 954.0319213867188 -330.1091613769531 1270.60009765625 
1706739351892	546.7620239257812 -236.79867553710938 995.8906860351562 641.1895141601562 -259.0852355957031 1057.681884765625 956.12646484375 -333.2032775878906 1265.46337890625 
1706739351893	542.2625732421875 -232.73719787597656 1003.1536865234375 638.19873046875 -256.5544738769531 1062.1131591796875 957.8881225585938 -336.25689697265625 1260.424072265625 
1706739351893	538.2969970703125 -228.2115020751953 1010.3840942382812 635.4205932617188 -254.00604248046875 1066.5318603515625 959.193359375 -339.1584167480469 1255.5589599609375 
1706739351894	534.4035034179688 -223.92835998535156 1017.5615234375 632.7400512695312 -251.49423217773438 1070.80712890625 959.9932250976562 -341.89886474609375 1251.0709228515625 
1706739351894	531.0296020507812 -220.01541137695312 1024.2044677734375 630.0086669921875 -248.8696746826172 1075.185302734375 960.3533325195312 -344.6820068359375 1246.8275146484375 
1706739351894	527.833740234375 -216.06491088867188 1030.79052734375 627.9195556640625 -246.40701293945312 1079.11962890625 961.4193725585938 -347.0390625 1241.203369140625 
1706739351895	524.9000244140625 -212.14865112304688 1037.1982421875 625.8504028320312 -243.96241760253906 1082.8336181640625 961.5657348632812 -349.9460144042969 1236.7003173828125 
1706739351895	522.2861328125 -208.02001953125 1043.5706787109375 623.927001953125 -241.38124084472656 1086.625732421875 961.45703125 -352.5993957519531 1232.4188232421875 
1706739351895	520.3828125 -203.9087677001953 1049.1761474609375 622.0466918945312 -239.02383422851562 1090.1722412109375 961.2120971679688 -355.01141357421875 1228.2457275390625 
1706739351896	518.3224487304688 -200.26583862304688 1054.916015625 620.35693359375 -236.8328399658203 1093.554443359375 960.9395141601562 -357.32659912109375 1224.099609375 
1706739351896	516.2351684570312 -196.94029235839844 1060.15478515625 618.77978515625 -234.68324279785156 1096.8153076171875 960.520751953125 -359.6059875488281 1220.040283203125 
1706739351901	514.2915649414062 -193.64024353027344 1065.408447265625 617.359130859375 -232.77256774902344 1099.88232421875 959.99853515625 -361.8465270996094 1216.1112060546875 
1706739351906	513.111328125 -190.78424072265625 1070.181640625 616.0079956054688 -230.86929321289062 1102.78564453125 959.425048828125 -363.8375549316406 1212.2999267578125 
1706739351910	511.8851623535156 -188.17591857910156 1074.8031005859375 614.8948364257812 -229.29803466796875 1105.5335693359375 958.9320068359375 -365.5336608886719 1208.69677734375 
1706739351916	510.30499267578125 -186.00411987304688 1079.515869140625 613.7705078125 -227.97711181640625 1108.1995849609375 958.5667724609375 -366.98443603515625 1205.2940673828125 
1706739351921	509.31353759765625 -183.85435485839844 1083.6614990234375 612.8215942382812 -226.65371704101562 1110.66552734375 958.1607666015625 -368.2264099121094 1202.0771484375 
1706739352057	508.38946533203125 -181.9922332763672 1087.6002197265625 612.0693359375 -225.49630737304688 1113.064453125 957.79248046875 -369.4642028808594 1199.01220703125 
1706739352059	507.73919677734375 -180.40798950195312 1091.2855224609375 611.5152587890625 -224.49449157714844 1115.3299560546875 957.3101196289062 -370.37200927734375 1196.510986328125 
1706739352060	507.16851806640625 -179.04566955566406 1094.8455810546875 610.9207763671875 -223.65647888183594 1117.5877685546875 957.3143310546875 -371.2959289550781 1194.0484619140625 
1706739352061	506.6507873535156 -177.97894287109375 1098.1846923828125 610.5680541992188 -222.95388793945312 1119.6663818359375 957.24365234375 -371.7872314453125 1192.0721435546875 
1706739352062	506.1505126953125 -177.051513671875 1101.5040283203125 610.2369995117188 -222.37158203125 1121.703857421875 957.371826171875 -372.109619140625 1190.4676513671875 
1706739352063	505.86920166015625 -176.43470764160156 1104.3145751953125 609.9989013671875 -221.9102783203125 1123.6832275390625 957.3680419921875 -372.4606018066406 1189.189697265625 
1706739352063	505.6976318359375 -175.83746337890625 1107.0018310546875 609.9284057617188 -221.50804138183594 1125.6131591796875 957.431396484375 -372.87908935546875 1188.3427734375 
1706739352064	505.61865234375 -175.26504516601562 1109.5408935546875 609.879150390625 -221.1433563232422 1127.3956298828125 957.5115356445312 -373.2208251953125 1187.9168701171875 
1706739352064	505.6416320800781 -174.75579833984375 1111.8985595703125 609.9237060546875 -220.79444885253906 1129.17578125 957.6339721679688 -373.3258361816406 1187.8485107421875 
1706739352065	505.6781311035156 -174.2908172607422 1113.93017578125 609.9854736328125 -220.47315979003906 1130.8056640625 957.7774047851562 -373.3117370605469 1188.0343017578125 
1706739352065	505.7265625 -173.9620819091797 1115.744140625 610.2167358398438 -220.1356658935547 1132.104736328125 957.930419921875 -373.25653076171875 1188.4638671875 
1706739352066	505.8687744140625 -173.64712524414062 1117.19775390625 610.1826782226562 -219.93292236328125 1133.50732421875 958.0132446289062 -373.25042724609375 1189.176025390625 
1706739352066	506.01239013671875 -173.3931427001953 1118.3250732421875 610.3570556640625 -219.71165466308594 1134.484130859375 958.1146850585938 -373.2527160644531 1190.0299072265625 
1706739352067	506.1725158691406 -173.09182739257812 1119.1641845703125 610.4143676757812 -219.45079040527344 1135.3389892578125 958.1560668945312 -373.1536560058594 1191.027587890625 
1706739352067	506.335205078125 -172.7266387939453 1119.7188720703125 610.4255981445312 -219.17129516601562 1135.9482421875 958.040283203125 -372.97357177734375 1192.3201904296875 
1706739352067	506.4666442871094 -172.33763122558594 1119.8670654296875 610.2571411132812 -219.00184631347656 1136.525146484375 957.8814086914062 -372.91021728515625 1193.646240234375 
1706739352068	506.57373046875 -171.945068359375 1119.6959228515625 610.411865234375 -218.6395721435547 1136.5491943359375 957.3893432617188 -373.0025329589844 1195.109130859375 
1706739352068	506.6235046386719 -171.5200958251953 1119.2119140625 610.1437377929688 -218.44192504882812 1136.76708984375 956.837158203125 -373.359130859375 1196.6204833984375 
1706739352068	506.65625 -171.08364868164062 1118.4930419921875 610.1876220703125 -218.12062072753906 1136.4781494140625 956.1278686523438 -373.68231201171875 1198.2958984375 
1706739352069	506.5868225097656 -170.74380493164062 1117.7337646484375 609.990966796875 -217.88406372070312 1136.2757568359375 955.3876953125 -373.88812255859375 1199.9874267578125 
1706739352069	506.4904479980469 -170.40672302246094 1116.7940673828125 609.7398681640625 -217.669921875 1135.996337890625 954.6784057617188 -373.9129333496094 1201.7371826171875 
1706739352070	506.3966369628906 -170.14158630371094 1115.7362060546875 609.4805297851562 -217.47396850585938 1135.661376953125 953.8380126953125 -374.03125 1203.5137939453125 
1706739352070	506.3063049316406 -169.96861267089844 1114.7139892578125 609.225830078125 -217.36041259765625 1135.297607421875 952.9214477539062 -374.3160095214844 1205.2569580078125 
1706739352070	506.2282409667969 -169.7429962158203 1113.8822021484375 609.0220947265625 -217.3512420654297 1135.0399169921875 952.2073364257812 -374.6124267578125 1206.9632568359375 
1706739352071	506.2167053222656 -169.87799072265625 1113.073974609375 608.8228759765625 -217.45933532714844 1134.9041748046875 951.681396484375 -374.7606201171875 1208.3929443359375 
1706739352071	506.0144958496094 -170.14454650878906 1112.8084716796875 608.5900268554688 -217.70547485351562 1134.9454345703125 951.3677978515625 -374.6689758300781 1209.4312744140625 
1706739352071	505.7125244140625 -170.66726684570312 1113.0438232421875 608.3424072265625 -218.10499572753906 1135.2374267578125 951.2743530273438 -374.69610595703125 1209.995361328125 
1706739352072	505.3985900878906 -171.2734832763672 1113.8775634765625 608.1187744140625 -218.6131591796875 1135.8427734375 951.1908569335938 -375.2810974121094 1209.8507080078125 
1706739352072	505.0976257324219 -171.64688110351562 1115.54833984375 607.9029541015625 -219.1498565673828 1136.822265625 951.0938110351562 -376.43792724609375 1208.9451904296875 
1706739352073	504.90692138671875 -171.9932861328125 1118.02197265625 607.6505737304688 -219.6957244873047 1138.3193359375 951.1272583007812 -378.0738525390625 1207.048828125 
1706739352076	504.6548156738281 -171.9862518310547 1121.8880615234375 607.4716186523438 -220.17259216308594 1140.3270263671875 951.4164428710938 -379.8504943847656 1203.6790771484375 
1706739352081	504.40472412109375 -171.80592346191406 1127.1756591796875 607.2634887695312 -220.6131591796875 1143.073486328125 952.227783203125 -382.2158203125 1198.7724609375 
1706739352085	504.2498474121094 -171.420166015625 1134.1885986328125 607.0654296875 -220.95309448242188 1146.52587890625 952.5678100585938 -384.8279724121094 1192.177978515625 
1706739352090	504.035888671875 -171.0800018310547 1143.236572265625 607.5364379882812 -221.19932556152344 1152.8441162109375 952.569091796875 -388.0921630859375 1183.668212890625 
1706739352094	504.7186584472656 -170.05862426757812 1153.8414306640625 607.9285278320312 -221.4007110595703 1158.5478515625 952.0400390625 -391.9266052246094 1173.0643310546875 
1706739352235	506.0834655761719 -168.86424255371094 1166.5311279296875 608.6244506835938 -221.38546752929688 1165.382568359375 951.0667114257812 -396.0408935546875 1160.137451171875 502.61932373046875 -384.3782653808594 1225.845458984375 
1706739352236	508.7159423828125 -167.39385986328125 1181.639892578125 610.2484741210938 -221.2766876220703 1173.104736328125 949.2462158203125 -400.0735168457031 1144.8609619140625 
1706739352237	512.5654296875 -166.10682678222656 1198.181884765625 612.6439819335938 -220.97154235839844 1182.0347900390625 946.2119140625 -403.7908935546875 1127.347900390625 
1706739352237	518.2276000976562 -165.1864471435547 1216.73828125 615.8079833984375 -221.08631896972656 1191.813720703125 941.5429077148438 -407.0759582519531 1107.857666015625 
1706739352238	525.9774780273438 -165.1929168701172 1237.0294189453125 619.9092407226562 -221.64866638183594 1202.8819580078125 934.9192504882812 -409.5813293457031 1086.5927734375 
1706739352238	536.22607421875 -166.41795349121094 1258.66162109375 625.8462524414062 -222.78271484375 1214.0601806640625 925.809814453125 -410.9283447265625 1063.8848876953125 
1706739352239	549.3659057617188 -169.0397186279297 1280.9874267578125 633.4791870117188 -224.7947235107422 1225.6080322265625 913.9625854492188 -410.5223388671875 1039.330322265625 
1706739352239	565.5411987304688 -173.26593017578125 1303.2152099609375 642.4435424804688 -227.1387176513672 1237.3328857421875 900.0257568359375 -408.6844177246094 1016.5040283203125 1158.8731689453125 -26.992977142333984 1488.6055908203125 310.1236877441406 -126.18811798095703 1227.294189453125 
1706739352239	584.8602294921875 -180.00340270996094 1325.337646484375 653.2562866210938 -231.79489135742188 1248.3612060546875 882.6968383789062 -404.73681640625 993.3151245117188 
1706739352240	607.3775634765625 -188.49490356445312 1345.9742431640625 665.9065551757812 -236.94651794433594 1259.130859375 862.6810913085938 -399.0045166015625 971.6535034179688 
1706739352240	632.7310180664062 -199.24270629882812 1364.2481689453125 680.16357421875 -243.24801635742188 1268.6873779296875 840.0734252929688 -391.4489440917969 952.2357788085938 
1706739352241	660.5855102539062 -211.9657745361328 1379.405517578125 695.874755859375 -250.63787841796875 1276.5006103515625 815.0549926757812 -381.9137878417969 935.5642700195312 
1706739352241	690.6437377929688 -226.41026306152344 1390.6072998046875 712.5081787109375 -258.833984375 1282.328125 788.3471069335938 -370.4275207519531 922.0067749023438 
1706739352241	722.28466796875 -242.0838623046875 1397.48388671875 730.6571044921875 -268.14752197265625 1285.5657958984375 759.97412109375 -357.3504333496094 912.7779541015625 
1706739352242	754.8612670898438 -258.81817626953125 1399.6510009765625 749.0643920898438 -277.8294982910156 1286.150634765625 731.3729248046875 -343.6896667480469 907.66796875 1431.38916015625 -1477.0887451171875 1115.345458984375 
1706739352242	787.7154541015625 -276.24652099609375 1396.77734375 767.4581298828125 -287.6958312988281 1284.0418701171875 702.6856689453125 -329.3638916015625 907.1637573242188 
1706739352243	820.025390625 -293.9589538574219 1388.914794921875 785.8704223632812 -297.8746337890625 1279.0009765625 674.3121337890625 -314.6491394042969 911.361328125 467.1453552246094 -230.60023498535156 1279.875732421875 
1706739352243	851.1453247070312 -311.2587585449219 1376.149169921875 803.8869018554688 -307.98626708984375 1271.1199951171875 647.788330078125 -300.46026611328125 919.83056640625 490.8035583496094 -247.1234893798828 1268.44482421875 
1706739352243	880.4301147460938 -327.6318664550781 1358.8935546875 820.7630615234375 -317.3790283203125 1260.8048095703125 623.0100708007812 -286.6133728027344 932.5390014648438 
1706739352244	907.322265625 -342.6186218261719 1337.624755859375 836.4480590820312 -326.5676574707031 1248.3865966796875 600.6595458984375 -274.0578918457031 949.1342163085938 1182.9178466796875 -1277.6959228515625 1152.3804931640625 
1706739352244	931.819580078125 -356.0211181640625 1312.778564453125 850.5393676757812 -334.31390380859375 1234.0401611328125 581.22412109375 -263.1716613769531 968.8876342773438 
1706739352245	953.0552368164062 -367.44622802734375 1285.17138671875 862.3140869140625 -340.952392578125 1218.8592529296875 564.94091796875 -254.26095581054688 991.3212890625 
1706739352245	970.56884765625 -376.88238525390625 1255.908447265625 873.7100219726562 -346.2373352050781 1201.0223388671875 551.6000366210938 -247.14646911621094 1016.2849731445312 
1706739352245	985.5599365234375 -383.55047607421875 1224.14111328125 882.6962890625 -350.56842041015625 1183.3092041015625 541.775634765625 -241.762939453125 1042.7860107421875 
1706739352246	996.4790649414062 -388.4248352050781 1192.1988525390625 889.9278564453125 -353.4834899902344 1165.076171875 535.5444946289062 -238.09605407714844 1070.2716064453125 
1706739352246	1004.2608642578125 -390.7720947265625 1159.98681640625 895.0596923828125 -355.1799011230469 1146.97021484375 532.571533203125 -236.33782958984375 1098.3214111328125 
1706739352246	1008.68994140625 -391.1841125488281 1128.3292236328125 898.5277099609375 -355.5719909667969 1128.9268798828125 532.9674072265625 -236.52212524414062 1126.2744140625 
1706739352247	1009.5385131835938 -390.38702392578125 1097.4337158203125 900.5076293945312 -354.9012451171875 1111.439453125 536.2074584960938 -238.53160095214844 1153.6925048828125 
1706739352247	1007.357666015625 -387.94091796875 1067.5518798828125 900.2783203125 -353.87432861328125 1094.73779296875 542.5440063476562 -241.815185546875 1180.2939453125 614.4021606445312 -334.5445251464844 1113.890380859375 
1706739352247	1002.2371215820312 -384.632080078125 1039.292236328125 898.4617919921875 -352.3752136230469 1078.770751953125 551.5339965820312 -245.7655487060547 1205.890869140625 
1706739352253	993.6612548828125 -379.9733581542969 1011.311279296875 895.4910888671875 -350.4875183105469 1064.7041015625 563.1475219726562 -250.51800537109375 1230.14892578125 991.078369140625 -382.13299560546875 1020.7694091796875 
1706739352254	983.4613037109375 -375.4815368652344 987.7930908203125 890.8976440429688 -348.4106140136719 1051.8912353515625 576.9901733398438 -255.6514129638672 1252.599853515625 
1706739352261	970.5657348632812 -369.054443359375 964.9842529296875 883.20166015625 -344.1202697753906 1035.598876953125 592.4589233398438 -261.2530212402344 1273.0157470703125 -100.03067779541016 -451.8377990722656 1061.0650634765625 
1706739352266	955.8858032226562 -362.5197448730469 943.48681640625 876.5144653320312 -340.7558898925781 1024.2923583984375 609.7935791015625 -268.5125732421875 1291.81201171875 
1706739352271	938.6356811523438 -354.9668273925781 924.66845703125 868.1512451171875 -337.0561218261719 1014.01123046875 628.5330200195312 -275.3525085449219 1308.414306640625 
1706739352275	921.1212768554688 -348.3377990722656 909.2841796875 858.7028198242188 -333.1614990234375 1005.43310546875 648.8441162109375 -281.95953369140625 1323.250732421875 
1706739352411	902.468017578125 -342.0840148925781 896.3081665039062 849.0172729492188 -329.712646484375 998.2425537109375 670.4283447265625 -287.9909973144531 1335.9599609375 -688.8963012695312 -39.47018051147461 915.9113159179688 
1706739352413	882.0535278320312 -336.1399841308594 885.78662109375 839.14013671875 -326.83270263671875 992.2315673828125 692.7371826171875 -293.6582946777344 1346.3529052734375 -732.7966918945312 -31.724193572998047 904.426025390625 
1706739352414	861.4577026367188 -330.9068298339844 877.4984741210938 828.4562377929688 -323.7906188964844 987.9273071289062 715.4760131835938 -299.1223449707031 1354.698974609375 -772.5252685546875 -25.59246253967285 893.2315673828125 
1706739352416	839.353759765625 -325.16180419921875 872.5732421875 817.4443359375 -320.9105224609375 985.0582885742188 738.4977416992188 -304.33221435546875 1361.0516357421875 -806.0958862304688 -21.400550842285156 882.8792724609375 
1706739352416	819.0654296875 -320.62939453125 868.9117431640625 806.4141235351562 -318.26312255859375 983.6376342773438 761.6527709960938 -309.7247009277344 1365.7144775390625 
1706739352417	798.020263671875 -316.3932800292969 868.10009765625 795.513671875 -315.8544006347656 983.514404296875 784.8931884765625 -313.2734069824219 1368.4765625 
1706739352417	777.130859375 -312.7639465332031 869.4425659179688 784.66650390625 -313.7032470703125 984.4716796875 808.0798950195312 -316.10052490234375 1368.982666015625 
1706739352418	755.9871826171875 -309.597900390625 873.12451171875 773.9352416992188 -311.9356689453125 986.9061279296875 830.5611572265625 -318.48919677734375 1367.6905517578125 1563.431396484375 -1549.8251953125 1083.515869140625 
1706739352418	735.9996948242188 -307.3525085449219 878.5404663085938 763.294677734375 -310.3840026855469 990.4450073242188 851.6619262695312 -320.6174621582031 1365.462158203125 1514.371337890625 -1514.2725830078125 1089.834716796875 
1706739352419	716.6038208007812 -305.0762023925781 885.8666381835938 753.1407470703125 -308.95123291015625 995.0740356445312 873.3034057617188 -322.0475158691406 1360.32177734375 
1706739352419	698.246337890625 -302.8702087402344 894.7736206054688 743.427001953125 -307.57928466796875 1000.6315307617188 893.1260986328125 -323.5090026855469 1354.6622314453125 
1706739352420	680.8269653320312 -300.638671875 905.1151123046875 734.19775390625 -306.19793701171875 1007.0493774414062 911.72021484375 -324.5989685058594 1347.88134765625 
1706739352420	664.227783203125 -298.4329528808594 916.8174438476562 725.3862915039062 -304.84674072265625 1014.20166015625 928.8764038085938 -325.4792175292969 1340.0404052734375 
1706739352421	648.5929565429688 -296.42022705078125 929.8021850585938 717.0479125976562 -303.5544738769531 1022.1292724609375 944.654296875 -326.8544616699219 1331.4864501953125 
1706739352421	634.2073364257812 -294.34747314453125 943.6726684570312 709.2838134765625 -302.1267395019531 1030.5599365234375 958.6294555664062 -328.17919921875 1322.035400390625 
