time	marker_0_x marker_0_y marker_0_z marker_1_x marker_1_y marker_1_z marker_2_x marker_2_y marker_2_z marker_3_x marker_3_y marker_3_z marker_4_x marker_4_y marker_4_z marker_5_x marker_5_y marker_5_z marker_6_x marker_6_y marker_6_z marker_7_x marker_7_y marker_7_z marker_8_x marker_8_y marker_8_z marker_9_x marker_9_y marker_9_z marker_10_x marker_10_y marker_10_z marker_11_x marker_11_y marker_11_z marker_12_x marker_12_y marker_12_z marker_13_x marker_13_y marker_13_z marker_14_x marker_14_y marker_14_z marker_15_x marker_15_y marker_15_z marker_16_x marker_16_y marker_16_z marker_17_x marker_17_y marker_17_z marker_18_x marker_18_y marker_18_z marker_19_x marker_19_y marker_19_z marker_20_x marker_20_y marker_20_z marker_21_x marker_21_y marker_21_z marker_22_x marker_22_y marker_22_z marker_23_x marker_23_y marker_23_z marker_24_x marker_24_y marker_24_z marker_25_x marker_25_y marker_25_z marker_26_x marker_26_y marker_26_z marker_27_x marker_27_y marker_27_z marker_28_x marker_28_y marker_28_z marker_29_x marker_29_y marker_29_z marker_30_x marker_30_y marker_30_z marker_31_x marker_31_y marker_31_z marker_32_x marker_32_y marker_32_z marker_33_x marker_33_y marker_33_z marker_34_x marker_34_y marker_34_z marker_35_x marker_35_y marker_35_z marker_36_x marker_36_y marker_36_z marker_37_x marker_37_y marker_37_z marker_38_x marker_38_y marker_38_z marker_39_x marker_39_y marker_39_z marker_40_x marker_40_y marker_40_z marker_41_x marker_41_y marker_41_z marker_42_x marker_42_y marker_42_z marker_43_x marker_43_y marker_43_z marker_44_x marker_44_y marker_44_z marker_45_x marker_45_y marker_45_z marker_46_x marker_46_y marker_46_z marker_47_x marker_47_y marker_47_z marker_48_x marker_48_y marker_48_z marker_49_x marker_49_y marker_49_z marker_50_x marker_50_y marker_50_z marker_51_x marker_51_y marker_51_z marker_52_x marker_52_y marker_52_z marker_53_x marker_53_y marker_53_z marker_54_x marker_54_y marker_54_z marker_55_x marker_55_y marker_55_z marker_56_x marker_56_y marker_56_z marker_57_x marker_57_y marker_57_z marker_58_x marker_58_y marker_58_z marker_59_x marker_59_y marker_59_z marker_60_x marker_60_y marker_60_z marker_61_x marker_61_y marker_61_z marker_62_x marker_62_y marker_62_z marker_63_x marker_63_y marker_63_z marker_64_x marker_64_y marker_64_z marker_65_x marker_65_y marker_65_z marker_66_x marker_66_y marker_66_z marker_67_x marker_67_y marker_67_z marker_68_x marker_68_y marker_68_z marker_69_x marker_69_y marker_69_z marker_70_x marker_70_y marker_70_z marker_71_x marker_71_y marker_71_z marker_72_x marker_72_y marker_72_z marker_73_x marker_73_y marker_73_z marker_74_x marker_74_y marker_74_z marker_75_x marker_75_y marker_75_z marker_76_x marker_76_y marker_76_z marker_77_x marker_77_y marker_77_z marker_78_x marker_78_y marker_78_z marker_79_x marker_79_y marker_79_z marker_80_x marker_80_y marker_80_z marker_81_x marker_81_y marker_81_z marker_82_x marker_82_y marker_82_z marker_83_x marker_83_y marker_83_z marker_84_x marker_84_y marker_84_z marker_85_x marker_85_y marker_85_z marker_86_x marker_86_y marker_86_z marker_87_x marker_87_y marker_87_z marker_88_x marker_88_y marker_88_z marker_89_x marker_89_y marker_89_z marker_90_x marker_90_y marker_90_z marker_91_x marker_91_y marker_91_z marker_92_x marker_92_y marker_92_z marker_93_x marker_93_y marker_93_z marker_94_x marker_94_y marker_94_z marker_95_x marker_95_y marker_95_z marker_96_x marker_96_y marker_96_z marker_97_x marker_97_y marker_97_z marker_98_x marker_98_y marker_98_z marker_99_x marker_99_y marker_99_z
1706739343920	600.6553344726562 -473.0947570800781 968.1214599609375 652.6280517578125 -404.2050476074219 892.3040771484375 829.2250366210938 -178.6642303466797 635.685791015625 
1706739343925	604.3807983398438 -474.0621337890625 951.8942260742188 656.5422973632812 -402.0815734863281 879.09765625 833.7528686523438 -166.31637573242188 632.152099609375 
1706739343931	607.8462524414062 -474.2066650390625 936.280029296875 660.1934204101562 -399.4988708496094 866.4548950195312 838.2442626953125 -154.4986114501953 629.4616088867188 
1706739343935	610.73779296875 -473.4383850097656 921.3995971679688 663.4690551757812 -396.398193359375 854.4052124023438 843.5480346679688 -143.9015350341797 626.7350463867188 
1706739343939	612.8656005859375 -471.7677001953125 907.3112182617188 666.3048706054688 -392.869384765625 843.15283203125 848.8278198242188 -134.02362060546875 624.7532958984375 
1706739343948	614.0786743164062 -469.28076171875 894.0203247070312 668.5776977539062 -388.88494873046875 832.5007934570312 854.61279296875 -125.19010162353516 623.0526733398438 
1706739343950	614.2756958007812 -465.8186340332031 881.39404296875 670.1171875 -384.47076416015625 822.5227661132812 860.7271728515625 -117.51842498779297 621.8446655273438 
1706739343955	613.3458862304688 -461.59521484375 869.6575317382812 671.0137939453125 -379.7164611816406 813.2867431640625 867.60205078125 -111.0756607055664 620.8790283203125 
1706739343960	611.3085327148438 -456.5125732421875 858.8739013671875 671.2024536132812 -374.6045227050781 804.7610473632812 874.9559936523438 -105.95638275146484 619.9993896484375 
1706739343966	608.3279418945312 -450.52215576171875 849.0130004882812 670.6730346679688 -369.14849853515625 797.07763671875 882.776611328125 -102.16759490966797 619.293701171875 
1706739343970	604.0863647460938 -443.5719299316406 840.0708618164062 669.3838500976562 -363.1765441894531 790.113525390625 890.9119873046875 -99.81922149658203 618.521728515625 
1706739343975	599.394775390625 -435.95770263671875 832.2754516601562 667.7217407226562 -357.1933288574219 783.9334106445312 898.61962890625 -98.68924713134766 617.9849243164062 
1706739343981	594.1046752929688 -427.7257080078125 825.3328247070312 665.6607055664062 -350.93011474609375 778.3710327148438 907.5181884765625 -99.0471420288086 616.7752685546875 
1706739343985	588.3890991210938 -418.969970703125 819.3573608398438 663.21240234375 -344.5928955078125 773.4989013671875 915.9302978515625 -100.98500061035156 615.9215087890625 
1706739343990	582.4802856445312 -409.62371826171875 814.3329467773438 660.8023681640625 -338.356689453125 769.3008422851562 924.2433471679688 -104.30510711669922 615.0492553710938 
1706739343995	576.2549438476562 -399.74853515625 809.9759521484375 657.9156494140625 -331.92449951171875 765.8660278320312 932.3617553710938 -109.02176666259766 614.14501953125 
1706739344000	570.167236328125 -389.6551818847656 806.556396484375 655.2939453125 -325.3673095703125 762.8452758789062 941.08642578125 -115.1890869140625 612.8014526367188 
1706739344005	564.2304077148438 -379.31976318359375 803.8194580078125 652.1049194335938 -319.2393798828125 760.6460571289062 948.373291015625 -122.23448944091797 611.8416748046875 
1706739344012	558.648193359375 -369.00616455078125 801.62841796875 649.4219360351562 -313.1058349609375 758.7061157226562 955.0527954101562 -130.19334411621094 611.0654296875 
1706739344015	553.43798828125 -358.88916015625 799.8731689453125 646.958251953125 -307.3244934082031 757.076171875 961.136962890625 -139.01075744628906 610.4248046875 
1706739344020	548.6087646484375 -349.0102233886719 798.5550537109375 644.7125854492188 -302.6159362792969 755.1314086914062 966.5507202148438 -148.44435119628906 609.852294921875 
1706739344025	544.2240600585938 -339.4299621582031 797.6427001953125 642.5277709960938 -297.6016845703125 754.1968994140625 971.1464233398438 -158.2907257080078 609.5230712890625 
1706739344033	540.3138427734375 -330.31158447265625 797.0557861328125 640.4574584960938 -292.96954345703125 753.69970703125 975.0509643554688 -168.2969512939453 609.6083374023438 
1706739344035	536.9420776367188 -321.7594299316406 796.9085083007812 638.6038208007812 -288.78900146484375 753.5325317382812 978.035400390625 -178.37783813476562 609.625 987.2642211914062 -197.3260498046875 604.2710571289062 
1706739344040	533.9432983398438 -313.79571533203125 797.0983276367188 637.0090942382812 -285.09344482421875 753.643310546875 980.929931640625 -191.72154235839844 608.7825317382812 
1706739344045	531.401123046875 -306.3388977050781 797.4317016601562 635.526123046875 -281.88623046875 754.05224609375 982.6945190429688 -201.8125457763672 609.4337768554688 
1706739344052	529.2398071289062 -299.7901916503906 798.0380249023438 634.2890625 -279.1844482421875 754.644775390625 984.3385620117188 -212.54298400878906 610.0919799804688 
1706739344057	527.4713134765625 -293.9819641113281 798.8732299804688 633.1342163085938 -276.96417236328125 755.4241943359375 985.4481811523438 -223.12307739257812 611.0235595703125 
1706739344060	526.057373046875 -288.372314453125 799.675048828125 632.1921997070312 -275.2597351074219 756.453125 986.14501953125 -233.61199951171875 612.2224731445312 
1706739344065	524.7623291015625 -283.6795959472656 800.8501586914062 631.3310546875 -273.9222717285156 757.6077880859375 986.6121215820312 -243.8455047607422 613.7122802734375 
1706739344073	523.76708984375 -279.5540466308594 802.0927734375 630.5179443359375 -273.04791259765625 758.9247436523438 986.7753295898438 -253.70797729492188 615.4307861328125 
1706739344077	522.8934326171875 -276.08966064453125 803.4384765625 629.9432373046875 -272.6241455078125 760.3436279296875 986.6747436523438 -262.85125732421875 617.1672973632812 
1706739344080	522.2549438476562 -273.2572937011719 804.9666137695312 629.3311767578125 -272.60748291015625 762.0777587890625 986.4100341796875 -272.6925964355469 619.38427734375 
1706739344085	521.8056640625 -271.1533203125 806.5558471679688 628.9452514648438 -273.039794921875 763.7796630859375 986.0008544921875 -281.7116394042969 621.7254028320312 
1706739344090	521.3612060546875 -269.55462646484375 808.3549194335938 628.4691162109375 -273.72259521484375 765.7293090820312 985.57275390625 -290.3307189941406 624.2457885742188 417.2767639160156 -432.5472412109375 865.5899658203125 
1706739344095	521.0919799804688 -268.70355224609375 810.4237060546875 628.0816040039062 -275.5945739746094 768.2378540039062 985.049072265625 -298.65814208984375 626.9031982421875 421.76776123046875 -438.4853820800781 867.147705078125 
1706739344100	520.8565673828125 -268.15411376953125 812.4564208984375 627.8171997070312 -276.9893493652344 770.4047241210938 984.7542114257812 -306.71844482421875 629.7939453125 425.80328369140625 -444.2821044921875 868.9758911132812 
1706739344107	520.7481079101562 -267.9800720214844 814.5079345703125 627.6359252929688 -278.6257019042969 772.7197875976562 984.08837890625 -313.833740234375 633.5559692382812 
1706739344110	520.7139892578125 -268.34307861328125 816.8056640625 627.5182495117188 -280.62115478515625 775.1243286132812 983.59765625 -321.5406799316406 636.7833251953125 
1706739344116	520.7959594726562 -269.18359375 819.1306762695312 627.519775390625 -282.8286437988281 777.7703247070312 983.2615966796875 -328.52349853515625 640.0071411132812 
1706739344120	520.9651489257812 -270.1436462402344 821.57958984375 627.4873657226562 -285.2046203613281 780.5035400390625 983.0404663085938 -335.3583984375 643.5001220703125 
1706739344124	521.14892578125 -271.4891052246094 824.18310546875 627.5902709960938 -287.6817932128906 783.3130493164062 982.8252563476562 -342.1258850097656 647.3347778320312 
1706739344130	521.3779907226562 -272.89813232421875 826.8663940429688 627.7965698242188 -290.2731628417969 786.267578125 982.7667236328125 -348.6411437988281 651.370849609375 
1706739344135	521.4036254882812 -274.059814453125 830.7068481445312 628.0751953125 -293.0013122558594 789.3849487304688 982.7567749023438 -355.14935302734375 655.65576171875 
1706739344140	521.6622924804688 -275.6602478027344 833.4899291992188 628.27197265625 -295.8592224121094 792.594970703125 982.8474731445312 -361.6326904296875 660.2289428710938 
1706739344145	522.1113891601562 -277.3561706542969 836.3002319335938 628.555908203125 -298.7020263671875 795.8642578125 983.0110473632812 -367.9623718261719 664.9915771484375 
1706739344154	522.5175170898438 -279.0769348144531 839.1007080078125 628.8544311523438 -301.44622802734375 799.057373046875 983.2752075195312 -374.15374755859375 669.9784545898438 
1706739344155	522.8902587890625 -280.7751770019531 841.9667358398438 629.1995239257812 -304.32867431640625 802.7669677734375 983.6582641601562 -380.22235107421875 675.0255737304688 
1706739344159	523.2067260742188 -282.4388732910156 844.9262084960938 629.593994140625 -306.98260498046875 806.264404296875 983.9724731445312 -386.4612731933594 680.434814453125 
1706739344164	523.5697021484375 -284.0179443359375 847.7332153320312 629.9789428710938 -309.705078125 809.9017333984375 984.2261352539062 -392.8102111816406 686.3253784179688 
1706739344169	523.9115600585938 -285.4968566894531 850.6178588867188 630.3146362304688 -312.2673645019531 813.5438232421875 984.509521484375 -399.79925537109375 694.1398315429688 
1706739344175	524.2247314453125 -286.82232666015625 853.3897094726562 630.663330078125 -314.7193603515625 817.2410888671875 984.8589477539062 -406.1600036621094 701.009033203125 
1706739344181	524.4629516601562 -287.9688415527344 856.1305541992188 630.892822265625 -317.0830383300781 820.9605712890625 985.2573852539062 -412.41387939453125 708.202392578125 
1706739344185	524.6988525390625 -288.8717956542969 858.6795043945312 631.13818359375 -319.202392578125 824.7030639648438 985.5162963867188 -418.6750793457031 715.84375 
1706739344190	524.8271484375 -289.5899658203125 861.1348876953125 631.3020629882812 -321.361572265625 828.3590087890625 985.2894897460938 -425.6488952636719 724.0858154296875 114.2109146118164 -792.8758544921875 796.739990234375 
1706739344195	524.8782958984375 -290.28936767578125 863.4336547851562 631.3529052734375 -323.2773132324219 832.0848999023438 985.6712036132812 -431.54443359375 732.0847778320312 118.37449645996094 -796.8779296875 802.9774780273438 
1706739344200	524.8317260742188 -290.8748474121094 865.5858764648438 631.2904663085938 -325.1405334472656 835.6666259765625 985.9295654296875 -437.5419616699219 740.1968994140625 629.658447265625 -347.5130310058594 766.2202758789062 
1706739344207	524.6834106445312 -291.2283020019531 867.5181884765625 631.178466796875 -326.8355712890625 839.1786499023438 985.83203125 -443.6480407714844 748.81787109375 629.117431640625 -353.5250549316406 775.1505126953125 
1706739344213	524.473388671875 -291.2511291503906 869.3265380859375 630.9406127929688 -328.3213806152344 842.7534790039062 985.1571655273438 -450.57147216796875 757.73095703125 628.8606567382812 -359.57037353515625 783.9793701171875 
1706739344215	524.3246459960938 -291.05877685546875 871.0036010742188 630.618896484375 -329.64385986328125 846.3701782226562 984.5723876953125 -456.5643005371094 767.2667846679688 628.1126098632812 -365.4134216308594 793.308837890625 
1706739344220	524.0233154296875 -290.7069091796875 872.7128295898438 630.248779296875 -330.8335876464844 849.8893432617188 983.6870727539062 -462.7289733886719 777.1385498046875 627.4519653320312 -371.61907958984375 803.0371704101562 
1706739344225	523.6096801757812 -290.0498962402344 874.5490112304688 629.7714233398438 -331.8255615234375 853.4395141601562 982.4405517578125 -468.97869873046875 787.639404296875 626.2783203125 -377.1587219238281 812.6001586914062 
1706739344230	523.2409057617188 -289.6024475097656 875.8990478515625 629.0859375 -332.623291015625 856.914794921875 981.1227416992188 -474.5996398925781 797.474365234375 624.792236328125 -382.73248291015625 822.8192138671875 
1706739344235	522.7994384765625 -288.83740234375 877.3605346679688 628.3272094726562 -333.3785400390625 860.4554443359375 979.4689331054688 -480.3070068359375 808.23583984375 623.1490478515625 -388.0447998046875 833.06201171875 
1706739344240	522.253173828125 -287.8926086425781 878.6539916992188 627.48095703125 -333.9341125488281 864.0087890625 977.2548217773438 -485.5045166015625 819.33251953125 621.6215209960938 -393.36724853515625 843.50537109375 
1706739344245	521.6504516601562 -286.80517578125 879.9694213867188 626.4437866210938 -334.3437194824219 867.5223999023438 975.0797729492188 -490.6832580566406 830.0374145507812 619.267578125 -398.1895446777344 853.982421875 
1706739344252	520.975830078125 -285.6447448730469 881.4135131835938 625.3584594726562 -334.6314392089844 871.164794921875 972.4937744140625 -495.7759094238281 840.967041015625 616.3153686523438 -402.8669128417969 864.6098022460938 
1706739344255	520.2112426757812 -284.27423095703125 882.4981689453125 624.1107177734375 -334.7694091796875 874.7958374023438 969.578857421875 -500.7007751464844 851.8687744140625 613.8738403320312 -407.5845031738281 875.3435668945312 
1706739344260	519.3994140625 -282.9298400878906 883.8989868164062 622.7124633789062 -334.8634338378906 878.4033813476562 966.3930053710938 -505.34295654296875 862.8453979492188 610.8729858398438 -411.7652893066406 885.9713134765625 
1706739344266	518.5032958984375 -281.591796875 885.298095703125 621.2655029296875 -334.7696228027344 881.983154296875 962.9880981445312 -509.5986022949219 873.7484741210938 607.30322265625 -415.37738037109375 896.6307983398438 
1706739344270	517.5706176757812 -280.0952453613281 886.78759765625 619.7098388671875 -334.5874328613281 885.6890258789062 959.367431640625 -513.6107177734375 884.5642700195312 603.7154541015625 -419.0738525390625 907.1702880859375 
1706739344275	516.637939453125 -278.5517578125 888.3916015625 618.0579223632812 -334.2578430175781 889.4270629882812 955.4439697265625 -517.4318237304688 895.2454833984375 
1706739344280	515.5782470703125 -276.8936767578125 890.24853515625 616.3394775390625 -333.80615234375 893.1970825195312 951.2616577148438 -520.943359375 905.947265625 508.9936828613281 -503.1888732910156 948.6941528320312 
1706739344285	514.5755615234375 -275.1806335449219 892.1769409179688 614.5473022460938 -333.2479248046875 897.0321044921875 947.0230102539062 -524.2882690429688 916.3242797851562 507.9333190917969 -503.3678894042969 955.1796264648438 
1706739344291	513.4044189453125 -273.4390563964844 894.1098022460938 612.5947265625 -332.5743713378906 900.9187622070312 942.342041015625 -527.1117553710938 926.4583740234375 524.2919311523438 -354.46759033203125 935.9425659179688 
1706739344295	512.2237548828125 -271.7007751464844 896.189453125 610.6578979492188 -331.839599609375 904.8196411132812 938.2009887695312 -529.7050170898438 936.3506469726562 518.3023071289062 -354.4070129394531 942.6536865234375 
1706739344303	510.93121337890625 -269.8144836425781 898.4017333984375 608.6242065429688 -330.96685791015625 908.74853515625 933.73974609375 -532.0423583984375 946.0791015625 512.2258911132812 -354.4584045410156 948.8159790039062 
1706739344305	509.6951904296875 -267.9961853027344 900.6856689453125 606.556884765625 -330.0177307128906 912.6840209960938 929.0894165039062 -534.1646118164062 955.6369018554688 
1706739344310	508.3622741699219 -266.12286376953125 903.1679077148438 604.489990234375 -328.9448547363281 916.6522216796875 924.3973388671875 -536.047119140625 964.9772338867188 
1706739344317	507.0652770996094 -264.1365661621094 905.7142944335938 602.3783569335938 -327.8196716308594 920.7197875976562 919.8297119140625 -537.5086669921875 974.0304565429688 
1706739344321	505.7046813964844 -262.2157897949219 908.31884765625 600.29296875 -326.6499328613281 924.7517700195312 915.3720703125 -538.543212890625 982.7213134765625 
1706739344329	504.2307434082031 -260.3982238769531 910.8516845703125 598.1885986328125 -325.4227294921875 928.7140502929688 910.9893798828125 -539.4093627929688 991.1586303710938 
1706739344331	502.7488098144531 -258.5722961425781 913.643310546875 595.9902954101562 -324.14959716796875 932.7427978515625 906.56591796875 -540.1209106445312 999.4622802734375 
1706739344336	501.2410583496094 -256.7108459472656 916.5453491210938 593.877197265625 -322.8082580566406 936.7537231445312 902.2799682617188 -540.681640625 1007.4533081054688 
1706739344343	499.7989807128906 -254.70375061035156 919.5062255859375 591.7755126953125 -321.36016845703125 940.7335815429688 897.997314453125 -540.9674682617188 1015.2589111328125 
1706739344345	498.34893798828125 -252.7272491455078 922.4164428710938 589.6906127929688 -319.8656005859375 944.7783813476562 893.9240112304688 -541.0105590820312 1022.7538452148438 
1706739344350	496.88299560546875 -250.70565795898438 925.3501586914062 587.6725463867188 -318.3000793457031 948.73291015625 890.0330200195312 -540.9293212890625 1029.8858642578125 
1706739344357	495.4249267578125 -248.7418212890625 928.3807373046875 585.6018676757812 -316.74822998046875 952.69873046875 886.1553955078125 -540.71240234375 1036.901611328125 
1706739344361	493.92138671875 -246.71200561523438 931.4991455078125 583.5970458984375 -315.1246643066406 956.6622924804688 882.32080078125 -540.4562377929688 1043.733154296875 
1706739344366	492.5104064941406 -244.69227600097656 934.8309936523438 581.5906372070312 -313.4031066894531 960.621826171875 878.6234741210938 -539.994140625 1050.39892578125 
1706739344370	490.9514465332031 -242.6581268310547 938.013671875 579.6663208007812 -311.71173095703125 964.5878295898438 874.9939575195312 -539.3479614257812 1056.559326171875 
1706739344375	489.6103820800781 -240.60560607910156 941.2091674804688 577.85400390625 -309.966064453125 968.5147094726562 871.8155517578125 -539.0569458007812 1062.380859375 
1706739344380	488.1614990234375 -238.5430908203125 944.5079345703125 575.9231567382812 -308.1860046386719 972.5333251953125 868.5991821289062 -538.2532348632812 1068.4019775390625 
1706739344385	486.82464599609375 -236.43687438964844 947.771484375 574.2294311523438 -306.2900085449219 976.46337890625 865.3591918945312 -537.3323364257812 1074.3897705078125 
1706739344391	485.37811279296875 -234.44293212890625 951.3275756835938 572.4253540039062 -304.458251953125 980.3991088867188 862.290283203125 -536.4026489257812 1080.2060546875 
1706739344395	483.64715576171875 -232.1687774658203 955.002197265625 570.8330078125 -302.5461120605469 984.3424072265625 859.2996215820312 -535.2568359375 1085.91748046875 
1706739344401	482.40692138671875 -230.0855712890625 958.58203125 569.0171508789062 -300.68243408203125 988.3960571289062 856.594970703125 -534.0059814453125 1091.391357421875 
1706739344405	481.40814208984375 -227.8734588623047 961.88037109375 567.4727783203125 -298.6685485839844 992.2843017578125 853.9176635742188 -532.6244506835938 1096.8157958984375 
1706739344410	480.15216064453125 -225.80223083496094 965.4515991210938 565.7568969726562 -296.79754638671875 996.4202880859375 851.3655395507812 -531.3201904296875 1102.0860595703125 
1706739344417	478.84283447265625 -223.69374084472656 969.1680297851562 564.1746826171875 -294.72491455078125 1000.416748046875 848.75537109375 -529.9508056640625 1107.4320068359375 
1706739344431	477.4786071777344 -221.5341033935547 973.008056640625 562.6107177734375 -292.73858642578125 1004.5150756835938 846.2750854492188 -528.492431640625 1112.6190185546875 
1706739344432	476.1093444824219 -219.2798309326172 976.8325805664062 560.9271850585938 -290.7456970214844 1008.7155151367188 843.9384155273438 -526.948486328125 1117.731689453125 
1706739344432	474.88250732421875 -217.14610290527344 980.6317138671875 559.4613037109375 -288.6463623046875 1012.8696899414062 841.7547607421875 -525.2877197265625 1122.806396484375 
1706739344434	473.64361572265625 -214.92398071289062 984.5447998046875 557.9154052734375 -286.5763854980469 1016.9927368164062 839.7009887695312 -523.6117553710938 1127.76953125 
1706739344439	472.4160461425781 -212.66842651367188 988.533935546875 556.5708618164062 -284.4392395019531 1021.2056884765625 837.6419677734375 -521.8969116210938 1132.83544921875 
1706739344446	471.1752014160156 -210.40008544921875 992.5906982421875 555.1001586914062 -282.2375793457031 1025.5614013671875 835.690185546875 -520.2540283203125 1137.8695068359375 
1706739344449	469.9400634765625 -208.0728302001953 996.715576171875 553.8206176757812 -280.01409912109375 1029.7242431640625 833.8967895507812 -518.4592895507812 1142.8773193359375 
1706739344454	468.70660400390625 -205.7687225341797 1000.8132934570312 552.3314208984375 -277.7859802246094 1034.0772705078125 832.2529907226562 -516.5704956054688 1147.796142578125 
1706739344459	467.67962646484375 -203.3612060546875 1004.870361328125 551.1162109375 -275.5210876464844 1038.365478515625 830.6659545898438 -514.5863647460938 1152.705810546875 
1706739344465	466.612548828125 -200.90750122070312 1009.0772705078125 549.8367309570312 -273.22308349609375 1042.6746826171875 828.3961791992188 -511.8824462890625 1157.544921875 
1706739344470	465.2704162597656 -198.40859985351562 1013.3239135742188 548.5791625976562 -270.7518615722656 1047.138671875 826.6421508789062 -509.75408935546875 1162.5718994140625 
1706739344475	464.4589538574219 -195.8917694091797 1017.6782836914062 547.4852905273438 -268.3676452636719 1051.5750732421875 825.130859375 -507.59344482421875 1167.5452880859375 
1706739344480	463.1645812988281 -193.47735595703125 1022.0442504882812 546.214599609375 -265.8214111328125 1056.0408935546875 823.6206665039062 -505.2287902832031 1172.3721923828125 
1706739344485	462.3011779785156 -190.77047729492188 1026.4541015625 545.137451171875 -263.3577575683594 1060.493896484375 822.1900634765625 -502.8736572265625 1176.9874267578125 
1706739344490	461.08331298828125 -188.21868896484375 1030.8232421875 543.996337890625 -260.72216796875 1064.998291015625 820.9740600585938 -500.35107421875 1181.8385009765625 
1706739344499	460.3845520019531 -185.4112548828125 1035.3262939453125 542.8970336914062 -258.1495056152344 1069.78466796875 819.6378173828125 -497.8310241699219 1186.6490478515625 
1706739344502	459.0890197753906 -182.60650634765625 1039.9677734375 541.987060546875 -255.3590850830078 1074.1640625 818.3963012695312 -495.3121032714844 1191.410888671875 
1706739344505	458.53082275390625 -179.7734375 1044.580078125 540.9965209960938 -252.51951599121094 1078.85546875 817.3225708007812 -492.736572265625 1196.0540771484375 
1706739344510	457.4342041015625 -176.98109436035156 1049.2220458984375 540.0911865234375 -249.73036193847656 1083.5008544921875 815.4400024414062 -489.9390563964844 1202.3489990234375 
1706739344516	456.8218994140625 -174.1110382080078 1053.9378662109375 539.193359375 -246.87762451171875 1088.166259765625 814.8971557617188 -487.2110900878906 1206.332275390625 
1706739344521	456.0903015136719 -171.48843383789062 1058.644775390625 538.3482666015625 -243.85955810546875 1092.9705810546875 814.2908935546875 -484.5373840332031 1210.46142578125 
1706739344527	455.5106506347656 -168.76669311523438 1063.5155029296875 537.6190185546875 -240.79107666015625 1097.6619873046875 813.390625 -481.8375549316406 1214.862060546875 
1706739344531	455.00701904296875 -166.06564331054688 1068.4134521484375 536.8369140625 -237.7235107421875 1102.4598388671875 812.45849609375 -479.1282958984375 1219.2216796875 
1706739344536	453.4877624511719 -160.84542846679688 1073.5350341796875 536.1012573242188 -234.50674438476562 1107.2607421875 811.6023559570312 -476.3008728027344 1223.4754638671875 
1706739344544	452.8595886230469 -157.7458953857422 1078.4847412109375 535.5009155273438 -231.32095336914062 1111.9573974609375 810.9450073242188 -473.52447509765625 1227.4825439453125 
1706739344546	452.4469299316406 -154.41993713378906 1083.4332275390625 534.8490600585938 -227.97804260253906 1116.7607421875 810.22119140625 -470.6866455078125 1231.45654296875 
1706739344551	451.9237365722656 -150.8534393310547 1088.50244140625 534.2085571289062 -224.57737731933594 1121.54638671875 809.3738403320312 -467.9085998535156 1235.4288330078125 
1706739344555	451.36712646484375 -147.11941528320312 1093.582763671875 533.371826171875 -220.967041015625 1126.546142578125 808.5733642578125 -465.1003723144531 1239.455810546875 
1706739344563	451.04156494140625 -143.44773864746094 1098.6583251953125 533.1770629882812 -217.59820556640625 1131.202880859375 807.84228515625 -462.2995910644531 1243.3397216796875 
1706739344565	450.70458984375 -139.61732482910156 1103.724853515625 532.8179321289062 -214.06246948242188 1135.8594970703125 807.2153930664062 -459.4387512207031 1247.0482177734375 
1706739344570	450.29827880859375 -135.6807861328125 1108.7703857421875 532.3648681640625 -210.36679077148438 1140.662841796875 806.5913696289062 -456.5364685058594 1250.60498046875 
1706739344576	450.1168518066406 -131.7261505126953 1113.8648681640625 532.0068359375 -206.6640625 1145.355712890625 805.8617553710938 -453.7319030761719 1254.2171630859375 
1706739344580	449.9248962402344 -127.61447143554688 1119.0142822265625 531.7208251953125 -202.8698272705078 1150.0823974609375 805.1019897460938 -450.9187316894531 1257.73388671875 
1706739344585	449.9952392578125 -123.38961029052734 1124.1649169921875 531.5012817382812 -199.03860473632812 1154.847412109375 804.436767578125 -448.0872497558594 1261.2191162109375 
1706739344590	449.8071594238281 -119.18496704101562 1129.2568359375 531.2847900390625 -195.12612915039062 1159.4964599609375 803.7525024414062 -445.3157043457031 1264.4549560546875 366.9168701171875 -238.62474060058594 1226.4044189453125 
1706739344595	449.98382568359375 -114.7403793334961 1134.313232421875 530.9378051757812 -190.60255432128906 1164.4107666015625 803.1360473632812 -442.5444030761719 1267.4813232421875 
1706739344600	450.0989074707031 -110.23313903808594 1139.47412109375 530.9742431640625 -187.05604553222656 1168.8499755859375 802.3451538085938 -439.7492370605469 1270.530517578125 
1706739344605	450.1029357910156 -105.74998474121094 1144.6632080078125 530.8980102539062 -182.93405151367188 1173.4044189453125 801.5750732421875 -437.0168762207031 1273.4658203125 365.9320068359375 -228.6428680419922 1238.4285888671875 
1706739344609	450.3731994628906 -101.08356475830078 1149.6763916015625 530.9667358398438 -178.7218780517578 1177.9854736328125 800.7459716796875 -434.3857421875 1276.3955078125 364.4924011230469 -224.99888610839844 1241.08642578125 
1706739344615	450.49755859375 -96.4326400756836 1154.6905517578125 530.8712768554688 -174.61947631835938 1182.54931640625 799.9475708007812 -431.74554443359375 1279.1160888671875 363.5079040527344 -221.53634643554688 1244.56982421875 
1706739344620	450.9173278808594 -91.65132904052734 1159.6387939453125 531.0494995117188 -170.26829528808594 1186.8497314453125 799.044677734375 -429.124267578125 1281.612060546875 362.73870849609375 -218.11244201660156 1247.8057861328125 
